ResUI,0,262144
Res00,1048576,262144
Res01,2097152,262144
Res02,3145728,262144
Res03,4194304,262144
Res04,5242880,262144
Res05,6291456,262144
Res06,7340032,262144
Res07,8388608,262144
Res08,9437184,262144
ResUI2,10485760,262144
ResUI5,11010048,262144
ResUI3,11534336,262144
ResUI6,11272192,262144
